Page Name,Block
1 Chronicles 29,"15. For we are strangers before thee, and sojourners, as were all our fathers: our days on the earth are as a shadow, and there is none abiding."
1 Chronicles 29,"16. O LORD our God, all this store that we have prepared to build thee an house for thine holy name cometh of thine hand, and is all thine own."
1 Chronicles 29,"17. I know also, my God, that thou triest the heart, and hast pleasure in uprightness. As for me, in the uprightness of mine heart I have willingly offered all these things: and now have I seen with joy thy people, which are present here, to offer willingly unto thee."
1 Chronicles 29,"18. O LORD God of Abraham, Isaac, and of Israel, our fathers, keep this for ever in the imagination of the thoughts of the heart of thy people, and prepare their heart unto thee:"
1 Chronicles 29,"19. And give unto Solomon my son a perfect heart, to keep thy commandments, thy testimonies, and thy statutes, and to do all these things, and to build the palace, for the which I have made provision."
1 Chronicles 29,"20. And David said to all the congregation, Now bless the LORD your God. And all the congregation blessed the LORD God of their fathers, and bowed down their heads, and worshipped the LORD, and the king."
1 Chronicles 29,"21. And they sacrificed sacrifices unto the LORD, and offered burnt offerings unto the LORD, on the morrow after that day, even a thousand bullocks, a thousand rams, and a thousand lambs, with their drink offerings, and sacrifices in abundance for all Israel:"
1 Chronicles 29,"22. And did eat and drink before the LORD on that day with great gladness. And they made Solomon the son of David king the second time, and anointed him unto the LORD to be the chief governor, and Zadok to be priest."
1 Chronicles 29,"23. Then Solomon sat on the throne of the LORD as king instead of David his father, and prospered; and all Israel obeyed him."
1 Chronicles 29,"24. And all the princes, and the mighty men, and all the sons likewise of king David, submitted themselves unto Solomon the king."
1 Chronicles 29,"25. And the LORD magnified Solomon exceedingly in the sight of all Israel, and bestowed upon him such royal majesty as had not been on any king before him in Israel."
1 Chronicles 29,26. Thus David the son of Jesse reigned over all Israel.
1 Chronicles 29,"27. And the time that he reigned over Israel was forty years; seven years reigned he in Hebron, and thirty and three years reigned he in Jerusalem."
1 Chronicles 29,"28. And he died in a good old age, full of days, riches, and honor: and Solomon his son reigned in his stead."
1 Chronicles 29,"29. Now the acts of David the king, first and last, behold, they are written in the book of Samuel the seer, and in the book of Nathan the prophet, and in the book of Gad the seer,"
1 Chronicles 29,"30. With all his reign and his might, and the times that went over him, and over Israel, and over all the kingdoms of the countries."
2 Chronicles 1,"1. And Solomon the son of David was strengthened in his kingdom, and the LORD his God was with him, and magnified him exceedingly."
2 Chronicles 1,"2. Then Solomon spake unto all Israel, to the captains of thousands and of hundreds, and to the judges, and to every governor in all Israel, the chief of the fathers."
2 Chronicles 1,"3. So Solomon, and all the congregation with him, went to the high place that was at Gibeon; for there was the tabernacle of the congregation of God, which Moses the servant of the LORD had made in the wilderness."
2 Chronicles 1,4. But the ark of God had David brought up from Kirjathjearim to the place which David had prepared for it: for he had pitched a tent for it at Jerusalem.
2 Chronicles 1,"5. Moreover the brazen altar, that Bezaleel the son of Uri, the son of Hur, had made, he put before the tabernacle of the LORD: and Solomon and the congregation sought unto it."
2 Chronicles 1,"6. And Solomon went up thither to the brazen altar before the LORD, which was at the tabernacle of the congregation, and offered a thousand burnt offerings upon it."
2 Chronicles 1,"7. In that night did God appear unto Solomon, and said unto him, Ask what I shall give thee."
2 Chronicles 1,"8. And Solomon said unto God, Thou hast showed great mercy unto David my father, and hast made me to reign in his stead."
2 Chronicles 1,"9. Now, O LORD God, let thy promise unto David my father be established: for thou hast made me king over a people like the dust of the earth in multitude."
2 Chronicles 1,"10. Give me now wisdom and knowledge, that I may go out and come in before this people: for who can judge this thy people, that is so great?"
2 Chronicles 1,"11. And God said to Solomon, Because this was in thine heart, and thou hast not asked riches, wealth, or honor, nor the life of thine enemies, neither yet hast asked long life; but hast asked wisdom and knowledge for thyself, that thou mayest judge my people, over whom I have made thee king:"
2 Chronicles 1,"12. Wisdom and knowledge is granted unto thee; and I will give thee riches, and wealth, and honor, such as none of the kings have had that have been before thee, neither shall there any after thee have the like."
2 Chronicles 1,"13. Then Solomon came from his journey to the high place that was at Gibeon to Jerusalem, from before the tabernacle of the congregation, and reigned over Israel."
2 Chronicles 1,"14. And Solomon gathered chariots and horsemen: and he had a thousand and four hundred chariots, and twelve thousand horsemen, which he placed in the chariot cities, and with the king at Jerusalem."
2 Chronicles 1,"15. And the king made silver and gold at Jerusalem as plenteous as stones, and cedar trees made he as the sycamore trees that are in the vale for abundance."
2 Chronicles 1,"16. And Solomon had horses brought out of Egypt, and linen yarn: the king's merchants received the linen yarn at a price."
2 Chronicles 1,"17. And they fetched up, and brought forth out of Egypt a chariot for six hundred shekels of silver, and an horse for an hundred and fifty: and so brought they out horses for all the kings of the Hittites, and for the kings of Syria, by their means."
2 Chronicles 2,"1. And Solomon determined to build an house for the name of the LORD, and an house for his kingdom."
2 Chronicles 2,"2. And Solomon told out threescore and ten thousand men to bear burdens, and fourscore thousand to hew in the mountain, and three thousand and six hundred to oversee them."
2 Chronicles 2,"3. And Solomon sent to Huram the king of Tyre, saying, As thou didst deal with David my father, and didst send him cedars to build him an house to dwell therein, even so deal with me."
2 Chronicles 2,"4. Behold, I build an house to the name of the LORD my God, to dedicate it to him, and to burn before him sweet incense, and for the continual shewbread, and for the burnt offerings morning and evening, on the sabbaths, and on the new moons, and on the solemn feasts of the LORD our God. This is an ordinance for ever to Israel."
2 Chronicles 2,5. And the house which I build is great: for great is our God above all gods.
2 Chronicles 2,"6. But who is able to build him an house, seeing the heaven and heaven of heavens cannot contain him? who am I then, that I should build him an house, save only to burn sacrifice before him?"
2 Chronicles 2,"7. Send me now therefore a man cunning to work in gold, and in silver, and in brass, and in iron, and in purple, and crimson, and blue, and that can skill to grave with the cunning men that are with me in Judah and in Jerusalem, whom David my father did provide."
2 Chronicles 2,"8. Send me also cedar trees, fir trees, and algum trees, out of Lebanon: for I know that thy servants can skill to cut timber in Lebanon; and, behold, my servants shall be with thy servants,"
2 Chronicles 2,9. Even to prepare me timber in abundance: for the house which I am about to build shall be wonderful great.
2 Chronicles 2,"10. And, behold, I will give to thy servants, the hewers that cut timber, twenty thousand measures of beaten wheat, and twenty thousand measures of barley, and twenty thousand baths of wine, and twenty thousand baths of oil."
2 Chronicles 2,"11. Then Huram the king of Tyre answered in writing, which he sent to Solomon, Because the LORD hath loved his people, he hath made thee king over them."
2 Chronicles 2,"12. Huram said moreover, Blessed be the LORD God of Israel, that made heaven and earth, who hath given to David the king a wise son, endued with prudence and understanding, that might build an house for the LORD, and an house for his kingdom."
2 Chronicles 2,"13. And now I have sent a cunning man, endued with understanding, of Huram my father's,"
2 Chronicles 2,"14. The son of a woman of the daughters of Dan, and his father was a man of Tyre, skillful to work in gold, and in silver, in brass, in iron, in stone, and in timber, in purple, in blue, and in fine linen, and in crimson; also to grave any manner of graving, and to find out every device which shall be put to him, with thy cunning men, and with the cunning men of my lord David thy father."
2 Chronicles 2,"15. Now therefore the wheat, and the barley, the oil, and the wine, which my lord hath spoken of, let him send unto his servants:"
2 Chronicles 2,"16. And we will cut wood out of Lebanon, as much as thou shalt need: and we will bring it to thee in floats by sea to Joppa; and thou shalt carry it up to Jerusalem."
